unique_id,pdf_file,page_num,first_name,last_name,middle_name,middle_initial,context,title,entity_value,file_id,cluster_id
924,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,23,Ingraham,Young,,,witness,,Ingraham Young,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,924
927,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,23,Jc,Maner,,,notary,Notary Public,J C Maner,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,927
928,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,24,H,Fadden,,,pensioner,,H Fadden,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,928
930,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,24,C,Cardin,,,attorney for the claimant,Attorney,C Cardin,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,930
931,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,24,John,Gifford,,,witness,,John Gifford,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,931
936,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,25,John,Gifford,,,affiant,,John Gifford,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,931
932,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,24,M,Rivers,,,witness,,M Rivers,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,932
937,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,25,Mb,Rivers,,,notary,Notary Public,M B Rivers,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,932
933,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,25,Richard,Heywood,,,witness,,Richard Heywood,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,933
934,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,25,Marcus,Groh,,,witness,,Marcus Groh,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,934
938,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,25,Me,H,,,official,,M E H,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,938
939,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,25,Gw,Cordin,,,official,Pension Attorney,G W Cordin,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,939
941,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,26,Ww,Fletcher & Co,,,Recognized Attorney,,W W Fletcher & Co,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,941
942,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,26,H,Van Buren,M,M,Approval,Examiner,H M Van Buren,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,942
943,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,26,S,Benjamin,B,B,Approval,Legal Reviewer,S B Benjamin,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,943
944,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,26,Nauman,Lowe,,,Approval,Medical Examiner,Nauman Lowe,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,944
945,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,26,,Burke,,,Approval,Medical Referee,Burke,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,945
946,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,26,Jno,Amidon,,,Rejection,Medical Referee,Jno Amidon,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,946
949,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,27,Stephen,Hamilton,,,Witness for Paul Barnwell's pension claim declaration.,,Stephen Hamilton,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,949
950,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,28,Stephen,Hamilton,,,witness,,Stephen Hamilton,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,949
951,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,28,Daniel,Robinson,,,witness,,Daniel Robinson,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,951
953,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,28,We,Campbell,,,Notary Public,Notary Public,W E Campbell,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,953
958,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,29,James,White,,,Near neighbor of Paul Barnwell,,James White,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,958
992,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,33,James,White,,,witness to claimant's marriage,,James White,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,958
959,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,29,Dick,Haywood,,,Near neighbor of Paul Barnwell,,Dick Haywood,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,959
961,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,29,Lina,Barnwell,,,Sister of former owner J. J. Smith,,Lina Barnwell,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,961
962,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,29,Sandy,Barnwell,,,Father of Paul Barnwell,,Sandy Barnwell,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,962
1046,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,48,Sandy,Barnwell,,,Child of Paul and Jane Barnwell,,Sandy Barnwell,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,962
963,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,29,Kate,Barnwell,,,Mother of Paul Barnwell,,Kate Barnwell,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,963
964,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,29,Lydia,Hamilton,,,Sister of Paul Barnwell,,Lydia Hamilton,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,964
967,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,30,Higginson,,,,Colonel,,Higginson,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,967
968,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,30,Strong,,,,Lieutenant Colonel,,Strong,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,968
971,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,30,Stone,,,,1st Lieutenant,,Stone,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,968
969,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,30,Strawbridge,,,,Major,,Strawbridge,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,969
970,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,30,Rogers,,,,Captain,,Rogers,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,970
972,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,30,Judson,,,,2nd Lieutenant,,Judson,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,972
973,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,30,William,Tompkins,,,Ordnance Sergeant,Ord. Sergt.,William Tompkins,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,973
974,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,30,Wiley,Mclennon,,,Sergt.,,Wiley Mclennon,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,974
975,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,30,Caesar,Austin,,,Company member,,Caesar Austin,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,975
976,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,30,Fred,Fripp,,,Company member,,Fred Fripp,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,976
977,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,30,James,Brown,,,Company member,,James Brown,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,977
979,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,31,Billy,Happy,,,soldier killed in battle,,Billy Happy,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,979
980,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,31,Daniel,Field,,,soldier wounded in battle,,Daniel Field,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,980
983,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,32,Josiah,Nowell,,,original witness,,Josiah Nowell,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,983
1026,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,43,Josiah,Howells,,,witness,,Josiah Howells,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,983
988,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,33,Milton,Edwards,,,"deceased, husband of claimant's wife",,Milton Edwards,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,988
989,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,33,Jane,Houston,,,"current wife of claimant, widow of Milton Edwards",,Jane Houston,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,989
990,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,33,,Crofut,,,Notary Public for claimant's pension vouchers,Notary Public,Crofut,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,990
991,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,33,Rev,Wilder,,,officiated claimant's marriage,,Rev Wilder,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,991
993,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,33,Tom,Wallace,,,witness to claimant's marriage,,Tom Wallace,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,993
999,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,36,E,Merrill,D,D,examiner,Examiner,E D Merrill,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,999
1000,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,36,Hensley,,,,legal reviewer,Legal Reviewer,Hensley,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1000
1001,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,36,Keenan,,,,medical referee,Medical Referee,Keenan,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1001
1004,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,37,Frederick,Brown,,,witness,,Frederick Brown,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1004
1008,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,38,Frederick,Brown,,,witness,,Frederick Brown,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1004
1005,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,37,James,Devlin,,,witness,,James Devlin,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1005
1007,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,38,James,Devlin,,,witness,,James Devlin,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1005
1014,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,39,Chas,Loring,,,Notary for the claim,Notary Public,Chas Loring,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1014
1017,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,40,Beulah,Ryder,,,"Person who can write, signed affidavit",,Beulah Ryder,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1017
1018,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,40,A,Chorke,B,B,"Person who can write, signed affidavit",,A B Chorke,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1018
1024,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,42,Josh,Narnells,,,witness,,Josh Narnells,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1024
1032,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,44,Wm,Elliott,G,G,notary,Notary Public,Wm G Elliott,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1032
1038,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,46,John,Washington,,,witness,,John Washington,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1038
1039,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,46,Le,Haynes,,,witness,,L E Haynes,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1039
1044,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,48,Jane,Barnwell,Edward,,Wife of Paul Barnwell,,Jane Edward Barnwell,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1044
1045,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,48,A,Mandell,,,Officiating minister at marriage,,A Mandell,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1045
1047,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,48,Lydia,Barnwell,,,Child of Paul and Jane Barnwell,,Lydia Barnwell,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1047
1048,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,48,H,Clay Evans,C,C,Commissioner of the Bureau of Pensions,Commissioner,H C Clay Evans,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1048
1061,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,53,H,Clay Evans,C,C,Commissioner of Pensions,Commissioner,H C Clay Evans,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1048
1050,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,49,H,Clay,C,C,Official correspondence,Acting Commissioner,H C Clay,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1050
1052,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,49,Smith,,,,Former name for Old Fort Plantation,,Smith,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1052
1054,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,50,Geo,Raum,,,Commissioner of Pensions,Commissioner,Geo Raum,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1054
1055,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,50,F,Ainsworth,C,C,Major and Surgeon,"Surgeon, U. S. Army",F C Ainsworth,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1055
1058,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,51,F,Ainsworth,C,C,"Chief of Office, U.S. Army",,F C Ainsworth,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1055
1062,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,53,F,C Ainsworth,C,C,"Chief, Record and Pension Office",Chief,F C C Ainsworth,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1055
1057,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,51,H,Evans,Clay,C,Commissioner of Pensions,Commissioner,H Clay Evans,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1057
1065,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,55,Elizabeth,Hume,H,H,witness,,Elizabeth H Hume,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1065
1067,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,55,Ce,Crofut,C,C,notary/public who wrote the affidavit,,C E C Crofut,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1067
1068,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,55,Elizabeth,Crofut,,,signature of affiant,,Elizabeth Crofut,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1068
1069,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,55,Marguerite,Crofut,,,signature of affiant,,Marguerite Crofut,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1069
1074,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,57,William,Gardner,,,witness,,William Gardner,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1074
1080,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,58,William,Gardner,,,witness,,William Gardner,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1074
1076,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,57,Cel,Heames,,,,,C E L Heames,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1076
1084,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,59,Miles,Cope,B,B,"physician, witness for claimant",M.D.,Miles B Cope,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1084
1086,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,60,Miles,Edie,B,B,practising physician (affiant),M.D.,Miles B Edie,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1084
1094,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,61,Arthur,Andreau,,,witness and physician,Pension Notary,Arthur Andreau,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1094
1095,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,62,Arthur,Prioleau,P,P,"practitioner of medicine, affiant",,Arthur P Prioleau,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1095
1098,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,62,Ch,Crofut,,,pension claim filed by,,C H Crofut,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1098
1100,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,63,N,Kennedy,N,N,physician,,N N Kennedy,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1100
1118,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,68,N,Kennedy,J,J,Examining surgeon / Secretary,,N J Kennedy,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1100
1127,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,70,N,Kennedy,J,N,"Board member, examining surgeon, secretary",Secretary,N J Kennedy,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1100
1101,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,64,W,Kennedy,,,"affiant, practitioner of medicine",,W Kennedy,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1101
1136,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,72,W,Kennedy,J,W,member of the examining board,Sec'y,W J Kennedy,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1101
1108,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,66,Wh,Fallis,,,President of the Board,President,W H Fallis,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1108
1109,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,66,Ap,Prioleau,,,Secretary of the Board,Secretary,A P Prioleau,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1109
1109,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,66,Ap,Prioleau,,,Secretary of the Board,Secretary,A P Prioleau,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1109
1110,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,66,Ap,Prioleau,,,Treasurer of the Board,Treasurer,A P Prioleau,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1109
1110,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,66,Ap,Prioleau,,,Treasurer of the Board,Treasurer,A P Prioleau,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1109
1117,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,68,A,Prioleau,P,P,Examining surgeon,,A P Prioleau,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1109
1117,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,68,A,Prioleau,P,P,Examining surgeon,,A P Prioleau,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1109
1113,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,67,W,H,Ellis,H,President of the examining board,President,W Ellis H,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1113
1114,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,67,U,J,,,Secretary of the examining board,,U J,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1114
1115,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,67,A,P,,,Treasurer of the examining board,,A P,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1115
1116,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,68,H,Ellis,F,F,Examining surgeon,,H F Ellis,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1116
1120,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,68,Ryan,,,,,,Ryan,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1120
1122,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,69,H,M,H,H,President of the examination board,,H H M,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1122
1131,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,71,H,M,,,surgeon,President,H M,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1122
1123,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,69,N,J,N,N,Secretary of the examination board,,N N J,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1123
1132,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,71,N,J,,,surgeon,,N J,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1123
1124,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,69,Cemluffny,Treas,,,Treasurer of the examination board,,Cemluffny Treas,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1124
1125,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,70,H,Stuart,M,H,"Board member, examining surgeon",,H M Stuart,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1125
1134,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,72,H,Stuart,M,H,member of the examining board,Pres.,H M Stuart,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1125
1126,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,70,C,Guffie,M,C,"Board member, examining surgeon",,C M Guffie,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1126
1135,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,72,C,Guffin,M,C,member of the examining board,Treas.,C M Guffin,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1126
1133,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,71,Leml,Ruffner,,,surgeon,Treasurer,Leml Ruffner,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1133
1140,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,73,G,M Saltzgaber,M,M,author of letter,Commissioner,G M M Saltzgaber,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1140
1147,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,77,G,Saltzgaber,M,M,Pension Commissioner,,G M Saltzgaber,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1140
1141,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,73,M,P Paul,P,P,responder,Postmaster,M P P Paul,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1141
1144,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,74,Mo,Paul,,,Pension Claimant,Postmaster,M O Paul,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1141
1142,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,74,Fw,Scheper,J,J,Postmaster,Postmaster,F W J Scheper,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1142
1146,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,76,Washington,Stamps,,,Official business correspondence,,Washington Stamps,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1146
1153,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,79,Gm,Kelly,,,Legal reviewer for pension claim,Legal Reviewer,G M Kelly,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1153
1154,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,79,Jas,Raub,,,Medical referee for pension claim,Medical Referee,Jas Raub,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1154
1155,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,79,Jd,Lenton,,,Pension official for claim review,,J D Lenton,usct_pension_files\A_B\Barnwell Paul Civil War Pension.pdf,1155
1156,usct_pension_files\A_B\Brown Frederick Civil War Pension.pdf,1,Frederick,Brown,,,veteran,,Frederick Brown,usct_pension_files\A_B\Brown Frederick Civil War Pension.pdf,1156
1157,usct_pension_files\A_B\Brown Frederick Civil War Pension.pdf,2,Frederick,Brown,,,soldier,,Frederick Brown,usct_pension_files\A_B\Brown Frederick Civil War Pension.pdf,1156
1158,usct_pension_files\A_B\Brown Frederick Civil War Pension.pdf,3,Frederick,Brown,,,soldier,,Frederick Brown,usct_pension_files\A_B\Brown Frederick Civil War Pension.pdf,1156
1163,usct_pension_files\A_B\Brown Frederick Civil War Pension.pdf,4,Frederick,Brown,,,soldier,,Frederick Brown,usct_pension_files\A_B\Brown Frederick Civil War Pension.pdf,1156
1173,usct_pension_files\A_B\Brown Frederick Civil War Pension.pdf,6,Frederick,Brown,,,soldier,,Frederick Brown,usct_pension_files\A_B\Brown Frederick Civil War Pension.pdf,1156
1178,usct_pension_files\A_B\Brown Frederick Civil War Pension.pdf,7,Frederick,Brown,,,"deceased, husband of claimant",,Frederick Brown,usct_pension_files\A_B\Brown Frederick Civil War Pension.pdf,1156
1184,usct_pension_files\A_B\Brown Frederick Civil War Pension.pdf,9,Frederick,Brown,,,subject of claim,,Frederick Brown,usct_pension_files\A_B\Brown Frederick Civil War Pension.pdf,1156
1190,usct_pension_files\A_B\Brown Frederick Civil War Pension.pdf,10,Frederick,Brown,,,husband of Rebecca Brown,,Frederick Brown,usct_pension_files\A_B\Brown Frederick Civil War Pension.pdf,1156
1195,usct_pension_files\A_B\Brown Frederick Civil War Pension.pdf,11,Fredk,Brown,,,soldier,,Fredk Brown,usct_pension_files\A_B\Brown Frederick Civil War Pension.pdf,1156
1206,usct_pension_files\A_B\Brown Frederick Civil War Pension.pdf,14,Frederick,Brown,,,soldier,Pvt,Frederick Brown,usct_pension_files\A_B\Brown Frederick Civil War Pension.pdf,1156
1210,usct_pension_files\A_B\Brown Frederick Civil War Pension.pdf,15,Frederick,Brown,,,soldier,,Frederick Brown,usct_pension_files\A_B\Brown Frederick Civil War Pension.pdf,1156
1220,usct_pension_files\A_B\Brown Frederick Civil War Pension.pdf,17,Fred,Brown,,,late husband of claimant,,Fred Brown,usct_pension_files\A_B\Brown Frederick Civil War Pension.pdf,1156
1221,usct_pension_files\A_B\Brown Frederick Civil War Pension.pdf,18,Frederick,Brown,X,x,deponent,,Frederick X Brown,usct_pension_files\A_B\Brown Frederick Civil War Pension.pdf,1156
1246,usct_pension_files\A_B\Brown Frederick Civil War Pension.pdf,27,Frederick,Brown,,,soldier,,Frederick Brown,usct_pension_files\A_B\Brown Frederick Civil War Pension.pdf,1156
1249,usct_pension_files\A_B\Brown Frederick Civil War Pension.pdf,28,Frederick,Brown,,,pensioner,,Frederick Brown,usct_pension_files\A_B\Brown Frederick Civil War Pension.pdf,1156
